Date,Open,High,Low,Close,Adj Close,Volume
2021-04-23 09:30:00,228.61000061035156,231.82000732421875,227.7100067138672,230.0,221.6963653564453,5345200
2021-04-26 09:30:00,230.77000427246094,232.9499969482422,229.52000427246094,230.33999633789062,222.02415466308594,5650000
2021-04-27 09:30:00,231.02999877929688,231.16000366210938,228.99000549316406,229.91000366210938,221.60968017578125,6642100
2021-04-28 09:30:00,230.9499969482422,236.27000427246094,230.6699981689453,233.4499969482422,225.02183532714844,10111400
2021-04-29 09:30:00,235.22999572753906,237.5,233.14999389648438,236.86000061035156,228.30874633789062,7411400
2021-04-30 09:30:00,235.32000732421875,235.92999267578125,232.2899932861328,233.55999755859375,225.1278839111328,10260200
2021-05-03 09:30:00,234.0500030517578,235.74000549316406,231.38999938964844,232.61000061035156,224.21217346191406,8174400
2021-05-04 09:30:00,231.60000610351562,232.38999938964844,230.22999572753906,232.02999877929688,223.65313720703125,5884500
2021-05-05 09:30:00,233.85000610351562,233.85000610351562,228.66000366210938,229.2100067138672,220.9349365234375,6523200
2021-05-06 09:30:00,229.6300048828125,231.5800018310547,228.66000366210938,231.32000732421875,222.96876525878906,6124100
2021-05-07 09:30:00,232.33999633789062,233.22000122070312,230.7100067138672,232.1199951171875,223.73985290527344,4528700
2021-05-10 09:30:00,231.60000610351562,232.0,225.16000366210938,225.97000122070312,217.8118896484375,9627400
2021-05-11 09:30:00,223.74000549316406,226.4199981689453,222.0399932861328,225.47999572753906,217.339599609375,7633300
2021-05-12 09:30:00,223.6300048828125,225.0,220.30999755859375,220.6300048828125,212.66468811035156,7721300
2021-05-13 09:30:00,221.50999450683594,224.89999389648438,220.88999938964844,223.74000549316406,215.97569274902344,6650100
2021-05-14 09:30:00,225.82000732421875,227.50999450683594,224.9199981689453,226.94000244140625,219.06460571289062,4777200
2021-05-17 09:30:00,226.17999267578125,227.16000366210938,225.32000732421875,226.44000244140625,218.58197021484375,5534200
2021-05-18 09:30:00,228.38999938964844,229.17999267578125,225.42999267578125,225.57000732421875,217.74215698242188,6900000
2021-05-19 09:30:00,222.75999450683594,224.85000610351562,221.7899932861328,224.58999633789062,216.79620361328125,9311900
2021-05-20 09:30:00,225.44000244140625,227.60000610351562,225.24000549316406,226.44000244140625,218.58197021484375,7478600
2021-05-21 09:30:00,226.8800048828125,229.30999755859375,226.5500030517578,226.77000427246094,218.9005126953125,5603900
2021-05-24 09:30:00,227.9499969482422,230.11000061035156,227.6300048828125,229.32000732421875,221.36204528808594,4040100
2021-05-25 09:30:00,229.89999389648438,230.19000244140625,228.4199981689453,229.02000427246094,221.0724334716797,4689100
2021-05-26 09:30:00,228.0500030517578,229.35000610351562,226.3800048828125,227.07000732421875,219.19012451171875,4295600
2021-05-27 09:30:00,227.75999450683594,228.4199981689453,226.3699951171875,226.86000061035156,218.98739624023438,5969600
