Date,Open,High,Low,Close,Adj Close,Volume
2021-04-23 09:30:00,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,130.82711791992188,78657500
2021-04-26 09:30:00,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,131.2166748046875,66905100
2021-04-27 09:30:00,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,130.89524841308594,66015800
2021-04-28 09:30:00,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,130.10630798339844,107760100
2021-04-29 09:30:00,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,130.00892639160156,151101000
2021-04-30 09:30:00,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,128.04144287109375,109839500
2021-05-03 09:30:00,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,129.09335327148438,75135100
2021-05-04 09:30:00,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,124.52535247802734,137564700
2021-05-05 09:30:00,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,124.76882934570312,84000900
2021-05-06 09:30:00,127.88999938964844,129.75,127.12999725341797,129.74000549316406,126.36620330810547,78128300
2021-05-07 09:30:00,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,127.03937530517578,78973300
2021-05-10 09:30:00,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,123.76119995117188,88071200
2021-05-11 09:30:00,123.5,126.2699966430664,122.7699966430664,125.91000366210938,122.84408569335938,126142800
2021-05-12 09:30:00,123.4000015258789,124.63999938964844,122.25,122.7699966430664,119.7805404663086,112172300
2021-05-13 09:30:00,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,121.92697143554688,105861300
2021-05-14 09:30:00,126.25,127.88999938964844,125.8499984741211,127.44999694824219,124.3465805053711,81918000
2021-05-17 09:30:00,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,123.1953125,74244600
2021-05-18 09:30:00,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,121.80987548828125,63342900
2021-05-19 09:30:00,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,121.65380096435547,92612000
2021-05-20 09:30:00,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,124.20999145507812,76857100
2021-05-21 09:30:00,127.81999969482422,128.0,125.20999908447266,125.43000030517578,122.37577819824219,79295400
2021-05-24 09:30:00,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,124.0051040649414,63092900
2021-05-25 09:30:00,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,123.80999755859375,72009500
2021-05-26 09:30:00,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,123.76119995117188,56575900
2021-05-27 09:30:00,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,122.22941589355469,94625600
2021-05-28 09:30:00,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,121.57575225830078,71311100
2021-06-01 09:30:00,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,121.25379943847656,67637100
2021-06-02 09:30:00,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,122.01477813720703,59278900
2021-06-03 09:30:00,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,120.53180694580078,76229200
2021-06-04 09:30:00,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,122.82457733154297,75169300
2021-06-07 09:30:00,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,122.83433532714844,71057600
2021-06-08 09:30:00,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,123.65387725830078,74403800
2021-06-09 09:30:00,127.20999908447266,127.75,126.5199966430664,127.12999725341797,124.03437042236328,56877900
2021-06-10 09:30:00,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,123.03921508789062,71186400
2021-06-11 09:30:00,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,124.24903106689453,53522400
2021-06-14 09:30:00,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,127.30280303955078,96906500
2021-06-15 09:30:00,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,126.48323822021484,62746300
2021-06-16 09:30:00,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,126.9808349609375,91815000
2021-06-17 09:30:00,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,128.58090209960938,96721700
2021-06-18 09:30:00,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,127.28330993652344,108953300
2021-06-21 09:30:00,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,129.07852172851562,79663300
2021-06-22 09:30:00,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,130.7175750732422,74783600
2021-06-23 09:30:00,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,130.4443817138672,60214200
2021-06-24 09:30:00,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,130.16146850585938,68711000
2021-06-25 09:30:00,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,129.8687744140625,70783700
2021-06-28 09:30:00,133.41000366210938,135.25,133.35000610351562,134.77999877929688,131.49810791015625,62111300
2021-06-29 09:30:00,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,133.01036071777344,64556100
2021-06-30 09:30:00,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,133.62503051757812,63261400
2021-07-01 09:30:00,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,133.92750549316406,52485800
2021-07-02 09:30:00,137.89999389648438,140.0,137.75,139.9600067138672,136.5519561767578,78852600
2021-07-06 09:30:00,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,138.56182861328125,108181800
