Date,Open,High,Low,Close,Adj Close,Volume,Price,PE_Ratio,EPS_Growth,ROE,Dividend_Yield,PEG_Ratio,Debt_Equity,PS_Ratio,Current_Ratio,Insider_Ownership
2021-04-23 09:30:00,147.17999267578125,151.1300048828125,146.69000244140625,150.19000244140625,132.36288452148438,14041900,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-04-26 09:30:00,150.77999877929688,152.4600067138672,150.3800048828125,150.55999755859375,132.68898010253906,10799100,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-04-27 09:30:00,150.5,151.57000732421875,150.11000061035156,151.25,133.29708862304688,12821200,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-04-28 09:30:00,152.42999267578125,152.88999938964844,151.39999389648438,152.22999572753906,134.16073608398438,8943700,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-04-29 09:30:00,153.5399932861328,155.27999877929688,153.1999969482422,155.19000244140625,136.76939392089844,12976900,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-04-30 09:30:00,154.10000610351562,154.49000549316406,153.00999450683594,153.80999755859375,135.55323791503906,11705100,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-03 09:30:00,154.85000610351562,155.47999572753906,153.1300048828125,153.36000061035156,135.15663146972656,11801100,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-04 09:30:00,152.8699951171875,155.63999938964844,152.13999938964844,155.47999572753906,137.02499389648438,12977700,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-05 09:30:00,156.0,158.27999877929688,154.6300048828125,157.52000427246094,138.82286071777344,10506700,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-06 09:30:00,158.07000732421875,160.82000732421875,157.16000366210938,160.69000244140625,141.61659240722656,13542400,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-07 09:30:00,157.22000122070312,161.5,157.02000427246094,161.24000549316406,142.101318359375,14257800,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-10 09:30:00,161.5,163.72999572753906,161.1199951171875,161.22000122070312,142.0836639404297,14014300,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-11 09:30:00,161.0800018310547,162.38999938964844,158.0399932861328,158.5399932861328,139.7217559814453,15451700,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-12 09:30:00,159.61000061035156,160.77999877929688,157.02999877929688,157.4499969482422,138.7611541748047,14381700,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-13 09:30:00,158.17999267578125,162.4499969482422,157.67999267578125,161.5,142.33041381835938,15395000,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-14 09:30:00,162.38999938964844,164.4499969482422,161.99000549316406,164.00999450683594,144.54251098632812,10584000,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-17 09:30:00,163.3699951171875,164.85000610351562,163.02999877929688,164.6699981689453,145.12416076660156,9886800,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-18 09:30:00,164.67999267578125,165.5,162.24000549316406,162.35000610351562,143.07955932617188,11098100,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-19 09:30:00,161.0,161.17999267578125,158.63999938964844,161.11000061035156,141.98672485351562,13278900,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-20 09:30:00,160.8300018310547,161.86000061035156,159.52000427246094,160.8300018310547,141.73992919921875,10426000,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-21 09:30:00,161.33999633789062,163.22000122070312,160.94000244140625,162.66000366210938,143.35275268554688,10249000,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-24 09:30:00,163.36000061035156,164.22999572753906,162.1199951171875,163.5399932861328,144.12826538085938,9440300,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-25 09:30:00,163.85000610351562,165.6999969482422,161.55999755859375,161.85000610351562,142.6388702392578,12609100,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-26 09:30:00,163.57000732421875,163.74000549316406,161.30999755859375,161.8300018310547,142.62124633789062,13058300,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-27 09:30:00,163.9499969482422,164.75,162.57000732421875,164.35000610351562,144.8421630859375,15707500,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-05-28 09:30:00,164.67999267578125,164.94000244140625,163.25999450683594,164.24000549316406,144.74520874023438,10291300,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-01 09:30:00,165.8699951171875,166.91000366210938,165.47999572753906,166.0500030517578,146.3403778076172,9445400,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-02 09:30:00,167.25999450683594,167.44000244140625,165.52999877929688,166.05999755859375,146.3491668701172,10498600,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-03 09:30:00,165.41000366210938,167.25,164.66000366210938,166.1699981689453,146.44610595703125,13354400,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-04 09:30:00,166.2100067138672,166.6699981689453,165.02999877929688,166.44000244140625,146.68406677246094,8510800,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-07 09:30:00,167.0,167.10000610351562,165.13999938964844,165.66000366210938,145.99668884277344,7267200,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-08 09:30:00,164.49000549316406,165.75999450683594,163.16000366210938,165.0,145.41497802734375,10370700,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-09 09:30:00,164.13999938964844,164.22000122070312,162.27999877929688,162.94000244140625,143.59951782226562,12377400,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-10 09:30:00,164.36000061035156,165.24000549316406,160.30999755859375,160.39999389648438,141.36102294921875,12119400,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-11 09:30:00,160.42999267578125,161.1999969482422,159.05999755859375,160.2899932861328,141.2640380859375,13683800,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-14 09:30:00,160.14999389648438,160.3300018310547,156.66000366210938,157.57000732421875,138.8668975830078,19917900,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-15 09:30:00,156.6999969482422,156.9199981689453,154.1300048828125,155.17999267578125,136.76060485839844,24485500,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-16 09:30:00,154.72999572753906,157.6199951171875,153.11000061035156,156.27000427246094,137.72125244140625,25321200,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-17 09:30:00,157.10000610351562,157.4600067138672,151.25,151.75999450683594,133.7465362548828,29722400,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-18 09:30:00,149.3000030517578,149.6999969482422,147.55999755859375,147.9199981689453,130.3623504638672,43595700,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-21 09:30:00,149.0800018310547,151.1999969482422,149.02000427246094,150.42999267578125,132.5744171142578,18664800,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-22 09:30:00,150.60000610351562,150.97000122070312,148.66000366210938,150.2100067138672,132.38055419921875,14251200,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-23 09:30:00,150.1999969482422,152.0399932861328,150.08999633789062,151.1199951171875,133.18246459960938,12733300,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
2021-06-24 09:30:00,151.9199981689453,153.1199951171875,151.22000122070312,152.50999450683594,134.4075164794922,13733200,312.55499267578125,15.61,1.37,15.74,1.9728,11.39,91.79,4.62,,
